New York,New York,Buddakan,https://s3-media4.fl.yelpcdn.com/bphoto/Avw19VU35-FZLen3nl9gYw/o.jpg,https://www.yelp.com/biz/buddakan-new-york?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,3626
New York,New York,Cafeteria,https://s3-media2.fl.yelpcdn.com/bphoto/OiTQ9rXXOeP6A37CTyUdcA/o.jpg,https://www.yelp.com/biz/cafeteria-new-york?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,3.5,3083
New York,New York,230 Fifth Rooftop Bar,https://s3-media1.fl.yelpcdn.com/bphoto/CO8imSnTNuSe_U8esT6VAw/o.jpg,https://www.yelp.com/biz/230-fifth-rooftop-bar-new-york?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,3,2978
New York,New York,Jane,https://s3-media1.fl.yelpcdn.com/bphoto/Q5yrDsPb-Tb7eFQ5s_UB3w/o.jpg,https://www.yelp.com/biz/jane-new-york-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,2968
New York,New York,The Spotted Pig,https://s3-media3.fl.yelpcdn.com/bphoto/lnzeyicbLyHIqgHKhtCkMw/o.jpg,https://www.yelp.com/biz/the-spotted-pig-new-york?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,3.5,2842
California,Los Angeles,Perch,https://s3-media1.fl.yelpcdn.com/bphoto/4idfbOrmGGVZ0oeedVkg5g/o.jpg,https://www.yelp.com/biz/perch-los-angeles?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,6335
California,Los Angeles,Bestia,https://s3-media3.fl.yelpcdn.com/bphoto/U5_ARVxKafWdLapQj8jlcQ/o.jpg,https://www.yelp.com/biz/bestia-los-angeles?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,5301
California,Los Angeles,Mastro's Penthouse,https://s3-media2.fl.yelpcdn.com/bphoto/-zlW4kdNxHuyD8Rv8VQTMg/o.jpg,https://www.yelp.com/biz/mastros-penthouse-beverly-hills-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,4511
California,Los Angeles,RÈpublique,https://s3-media4.fl.yelpcdn.com/bphoto/Xy6oJ25E2QUzw_zsBD-dhA/o.jpg,https://www.yelp.com/biz/r%C3%A9publique-los-angeles-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,4416
California,Los Angeles,The Morrison,https://s3-media2.fl.yelpcdn.com/bphoto/fNFdhU_I6Iw7J1jM5nVmAw/o.jpg,https://www.yelp.com/biz/the-morrison-los-angeles?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,3867
Illinois,Chicago,Au Cheval,https://s3-media4.fl.yelpcdn.com/bphoto/a0yhvSJX_6i28iwS9egDFg/o.jpg,https://www.yelp.com/biz/au-cheval-chicago?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,5784
Illinois,Chicago,Kuma's Corner - Belmont,https://s3-media2.fl.yelpcdn.com/bphoto/_F_LlwOTRnPBma-jhqX-Mg/o.jpg,https://www.yelp.com/biz/kumas-corner-belmont-chicago?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,4944
Illinois,Chicago,Quartino Ristorante,https://s3-media4.fl.yelpcdn.com/bphoto/uTY0QtPaluKkLoh29UPvBw/o.jpg,https://www.yelp.com/biz/quartino-ristorante-chicago?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,4259
Illinois,Chicago,Big Star,https://s3-media3.fl.yelpcdn.com/bphoto/hE7DmhKd_zWSSTjZ18N-Iw/o.jpg,https://www.yelp.com/biz/big-star-chicago?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,3.5,3081
Illinois,Chicago,Three Dots and a Dash,https://s3-media4.fl.yelpcdn.com/bphoto/93z5BOe9G_5BpRkqjzRW2A/o.jpg,https://www.yelp.com/biz/three-dots-and-a-dash-chicago?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,2694
Texas,Houston,Hearsay Market Square,https://s3-media1.fl.yelpcdn.com/bphoto/pI-8mjnichCw5taJ3ORFDw/o.jpg,https://www.yelp.com/biz/hearsay-market-square-houston-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,1490
Texas,Houston,Taste of Texas,https://s3-media1.fl.yelpcdn.com/bphoto/L38qQjyzPvt53aJ5sTj4sg/o.jpg,https://www.yelp.com/biz/taste-of-texas-houston?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,1275
Texas,Houston,Oishii,https://s3-media3.fl.yelpcdn.com/bphoto/I24lqpq4IQKiE1hYdniPWg/o.jpg,https://www.yelp.com/biz/oishii-houston?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,1097
Texas,Houston,benjy's,https://s3-media2.fl.yelpcdn.com/bphoto/33jyVs31bFHQDG8KSReeGQ/o.jpg,https://www.yelp.com/biz/benjys-houston-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,1037
Texas,Houston,Down House,https://s3-media2.fl.yelpcdn.com/bphoto/XmNqEx3AZeIM5-PikjlCtA/o.jpg,https://www.yelp.com/biz/down-house-houston?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,3.5,1034
Arizona,Phoenix,Rehab Burger Therapy,https://s3-media2.fl.yelpcdn.com/bphoto/ebHtrdYiZiCs2cznJsssYw/o.jpg,https://www.yelp.com/biz/rehab-burger-therapy-scottsdale?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,2086
Arizona,Phoenix,The Mission Old Town,https://s3-media1.fl.yelpcdn.com/bphoto/HTZWGBk1MiwTJIp2AChreg/o.jpg,https://www.yelp.com/biz/the-mission-old-town-scottsdale?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,1922
Arizona,Phoenix,Cornish Pasty,https://s3-media2.fl.yelpcdn.com/bphoto/AJN0Bvsn9IY-VVQnnHWoSA/o.jpg,https://www.yelp.com/biz/cornish-pasty-tempe-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,1624
Arizona,Phoenix,Hash Kitchen,https://s3-media3.fl.yelpcdn.com/bphoto/b4bz8utUDTJiVZGTSCQdwA/o.jpg,https://www.yelp.com/biz/hash-kitchen-scottsdale-5?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,1596
Arizona,Phoenix,Postino Arcadia,https://s3-media2.fl.yelpcdn.com/bphoto/h2Nf26KCKc1TRwSN7o_0rA/o.jpg,https://www.yelp.com/biz/postino-arcadia-phoenix?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,1255
Pennsylvania,Philadelphia,Monk's Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/uXz6e2V3imYeICBWP6f4JA/o.jpg,https://www.yelp.com/biz/monks-cafe-philadelphia-4?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,2047
Pennsylvania,Philadelphia,The Continental Mid-town,https://s3-media1.fl.yelpcdn.com/bphoto/Adh6ViftRHHotBEOFXb9Xg/o.jpg,https://www.yelp.com/biz/the-continental-mid-town-philadelphia?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,3.5,1458
Pennsylvania,Philadelphia,Village Whiskey,https://s3-media2.fl.yelpcdn.com/bphoto/_b_z3l8EzXTE1_vY4KXCXQ/o.jpg,https://www.yelp.com/biz/village-whiskey-philadelphia?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,1455
Pennsylvania,Philadelphia,Alma de Cuba,https://s3-media1.fl.yelpcdn.com/bphoto/94OrcE05pdDkX_eMg6-SDA/o.jpg,https://www.yelp.com/biz/alma-de-cuba-philadelphia?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,1222
Pennsylvania,Philadelphia,Good Dog Bar,https://s3-media3.fl.yelpcdn.com/bphoto/mltnaJQV152mS1HtA-ZGUA/o.jpg,https://www.yelp.com/biz/good-dog-bar-philadelphia?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,1141
Texas,San Antonio,Rosario's Mexican Cafe Y Cantina,https://s3-media4.fl.yelpcdn.com/bphoto/e2g2vcRO790bK4ad8rRTog/o.jpg,https://www.yelp.com/biz/rosarios-mexican-cafe-y-cantina-san-antonio?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,2316
Texas,San Antonio,The Esquire Tavern,https://s3-media3.fl.yelpcdn.com/bphoto/tIrzyaUuXJmHwIfbnY3PVw/o.jpg,https://www.yelp.com/biz/the-esquire-tavern-san-antonio?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,2111
Texas,San Antonio,Gristmill River Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/3JokrmbtTAMmgA9G_dvjHA/o.jpg,https://www.yelp.com/biz/gristmill-river-restaurant-new-braunfels?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,1386
Texas,San Antonio,Dough Pizzeria Napoletana,https://s3-media3.fl.yelpcdn.com/bphoto/iaWT-t672C2Bc51DtiyQlg/o.jpg,https://www.yelp.com/biz/dough-pizzeria-napoletana-san-antonio?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,1376
