New York,New York,Empire State Building,https://s3-media1.fl.yelpcdn.com/bphoto/TR1QO-8mvJefsIucVASREQ/o.jpg,https://www.yelp.com/biz/empire-state-building-new-york-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,1861
New York,New York,Top of the Rock,https://s3-media2.fl.yelpcdn.com/bphoto/Nx0IsyYYmySQldZ-RCkZ5Q/o.jpg,https://www.yelp.com/biz/top-of-the-rock-new-york?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,1542
New York,New York,Frying Pan,https://s3-media3.fl.yelpcdn.com/bphoto/P5CQww6wy8tTLiXdXJsZ7g/o.jpg,https://www.yelp.com/biz/frying-pan-new-york?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,1404
New York,New York,Times Square,https://s3-media3.fl.yelpcdn.com/bphoto/vPojez-jU7GbbFTUoNBu1Q/o.jpg,https://www.yelp.com/biz/times-square-new-york-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,3.5,1361
New York,New York,Grand Central Terminal,https://s3-media3.fl.yelpcdn.com/bphoto/t9Pl11kD4bs9J3AJRJlHyQ/o.jpg,https://www.yelp.com/biz/grand-central-terminal-new-york?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,1301
California,Los Angeles,Federal Realty Third Street Promenade,https://s3-media2.fl.yelpcdn.com/bphoto/SbD8zq9nrR3nrxbVXDRWWQ/o.jpg,https://www.yelp.com/biz/federal-realty-third-street-promenade-santa-monica-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,894
California,Los Angeles,Hollywood Walk of Fame,https://s3-media2.fl.yelpcdn.com/bphoto/h7wgBNL0jUNqtukNvdBzyQ/o.jpg,https://www.yelp.com/biz/hollywood-walk-of-fame-hollywood?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,3,675
California,Los Angeles,Hollywood Sign,https://s3-media3.fl.yelpcdn.com/bphoto/6E7U-8aqt9wK0K7QFZXExA/o.jpg,https://www.yelp.com/biz/hollywood-sign-los-angeles-4?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,546
California,Los Angeles,Urban Light at LACMA,https://s3-media3.fl.yelpcdn.com/bphoto/CiSaHtZJU_5jtSNUSH3GGg/o.jpg,https://www.yelp.com/biz/urban-light-at-lacma-los-angeles?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,435
California,Los Angeles,Santa Monica Stairs,https://s3-media1.fl.yelpcdn.com/bphoto/ID829lOy8nKU6m8oAFJL5w/o.jpg,https://www.yelp.com/biz/santa-monica-stairs-santa-monica?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,384
Illinois,Chicago,Art Institute of Chicago,https://s3-media1.fl.yelpcdn.com/bphoto/mDqTh0xr3eR1JaeHiHi6CA/o.jpg,https://www.yelp.com/biz/art-institute-of-chicago-chicago-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,1638
Illinois,Chicago,Willis Tower,https://s3-media2.fl.yelpcdn.com/bphoto/oc2iIEzhF_z12U1rFjYKag/o.jpg,https://www.yelp.com/biz/willis-tower-chicago-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,1301
Illinois,Chicago,Navy Pier,https://s3-media2.fl.yelpcdn.com/bphoto/cedwK3Rp8U3NNYPEb0mwVQ/o.jpg,https://www.yelp.com/biz/navy-pier-chicago?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,3.5,1158
Illinois,Chicago,The Cloud Gate,https://s3-media1.fl.yelpcdn.com/bphoto/5WjNwgr_M0-MLhvTwguJRQ/o.jpg,https://www.yelp.com/biz/the-cloud-gate-chicago?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,667
Illinois,Chicago,360 Chicago,https://s3-media4.fl.yelpcdn.com/bphoto/jSm9Bx5_NC67tQKw2AOSsw/o.jpg,https://www.yelp.com/biz/360-chicago-chicago?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,645
Texas,Houston,Gerald D Hines Waterwall Park,https://s3-media4.fl.yelpcdn.com/bphoto/rkopVRF9EVbyfYzFM0IRFA/o.jpg,https://www.yelp.com/biz/gerald-d-hines-waterwall-park-houston?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,161
Texas,Houston,Waugh Drive Bat Colony,https://s3-media1.fl.yelpcdn.com/bphoto/W5HDw-faPOut4XfKp5jtLA/o.jpg,https://www.yelp.com/biz/waugh-drive-bat-colony-houston?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,28
Texas,Houston,Mecom Fountain,https://s3-media2.fl.yelpcdn.com/bphoto/iV1hoPGMRyYN_KJCp4rnyg/o.jpg,https://www.yelp.com/biz/mecom-fountain-houston?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,13
Texas,Houston,Julia Ideson Building,https://s3-media3.fl.yelpcdn.com/bphoto/IRYxg3LKOXF4O8ls7CuISg/o.jpg,https://www.yelp.com/biz/julia-ideson-building-houston?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,11
Texas,Houston,Williams Tower,https://s3-media2.fl.yelpcdn.com/bphoto/zXnN3vEdWppSqwFOT41rkg/o.jpg,https://www.yelp.com/biz/williams-tower-houston?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,11
Arizona,Phoenix,Mystery Castle,https://s3-media2.fl.yelpcdn.com/bphoto/ZcVEMmHhxBeoVq6yEuMnBw/o.jpg,https://www.yelp.com/biz/mystery-castle-phoenix?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,72
Arizona,Phoenix,Hall of Flame Fire Museum,https://s3-media3.fl.yelpcdn.com/bphoto/Uox8gjfmICrvs9Oo5-l7zg/o.jpg,https://www.yelp.com/biz/hall-of-flame-fire-museum-phoenix?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,64
Arizona,Phoenix,Historic Heritage Square,https://s3-media2.fl.yelpcdn.com/bphoto/9ANRtayMHTTTYgpPQ9oNuA/o.jpg,https://www.yelp.com/biz/historic-heritage-square-phoenix?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,35
Arizona,Phoenix,Margaret T Hance Park,https://s3-media1.fl.yelpcdn.com/bphoto/luZJnF4GpWZvagV22PvoLg/o.jpg,https://www.yelp.com/biz/margaret-t-hance-park-phoenix?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,3.5,22
Arizona,Phoenix,Civic Space Park,https://s3-media4.fl.yelpcdn.com/bphoto/gA1n5lrEirsm3KeoYGFjPw/o.jpg,https://www.yelp.com/biz/civic-space-park-phoenix?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,19
Pennsylvania,Philadelphia,Eastern State Penitentiary Historic Site,https://s3-media4.fl.yelpcdn.com/bphoto/6ioKl9GD94kbtAywVlQfAA/o.jpg,https://www.yelp.com/biz/eastern-state-penitentiary-historic-site-philadelphia?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,688
Pennsylvania,Philadelphia,Liberty Bell Center,https://s3-media1.fl.yelpcdn.com/bphoto/VwpvXK_0NtNyUSQeJgWcoQ/o.jpg,https://www.yelp.com/biz/liberty-bell-center-philadelphia-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,514
Pennsylvania,Philadelphia,Independence Hall,https://s3-media1.fl.yelpcdn.com/bphoto/5dg0EolTUZaHR7a9TwMisw/o.jpg,https://www.yelp.com/biz/independence-hall-philadelphia?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,264
Pennsylvania,Philadelphia,Independence National Historical Park,https://s3-media4.fl.yelpcdn.com/bphoto/D5tX1EPyRYB47v0ERcfhMw/o.jpg,https://www.yelp.com/biz/independence-national-historical-park-philadelphia-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,143
Pennsylvania,Philadelphia,The Betsy Ross House,https://s3-media4.fl.yelpcdn.com/bphoto/ZyKjI3NPo7CaDI438vyUGA/o.jpg,https://www.yelp.com/biz/the-betsy-ross-house-philadelphia?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,94
Texas,San Antonio,The Alamo,https://s3-media1.fl.yelpcdn.com/bphoto/YMspVhYeFjZzxE7inVAVVQ/o.jpg,https://www.yelp.com/biz/the-alamo-san-antonio?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,876
Texas,San Antonio,Tower of the Americas,https://s3-media4.fl.yelpcdn.com/bphoto/FQjifssDI1MXnm5O2Qg0zw/o.jpg,https://www.yelp.com/biz/tower-of-the-americas-san-antonio-4?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,3.5,237
Texas,San Antonio,La Villita Historic Arts Village,https://s3-media2.fl.yelpcdn.com/bphoto/vuMg8r7lizN9iZkYiaaB9A/o.jpg,https://www.yelp.com/biz/la-villita-historic-arts-village-san-antonio?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,93
Texas,San Antonio,Mission San Jose Catholic Church,https://s3-media1.fl.yelpcdn.com/bphoto/mup9zXtFahar_XMYHA-Yrg/o.jpg,https://www.yelp.com/biz/mission-san-jose-catholic-church-san-antonio-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,86
Texas,San Antonio,San Antonio Missions National Historical Park,https://s3-media1.fl.yelpcdn.com/bphoto/mn4pKtNinltW2c3VaEYMDA/o.jpg,https://www.yelp.com/biz/san-antonio-missions-national-historical-park-san-antonio-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,42
California,San Diego,Cabrillo National Monument,https://s3-media3.fl.yelpcdn.com/bphoto/TDkOInBg-npZPFAb8wFrBg/o.jpg,https://www.yelp.com/biz/cabrillo-national-monument-san-diego?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,632
California,San Diego,Old Town San Diego State Historic Park,https://s3-media2.fl.yelpcdn.com/bphoto/KUj79bxwiuHRzfK86rz7xg/o.jpg,https://www.yelp.com/biz/old-town-san-diego-state-historic-park-san-diego?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,489
California,San Diego,Mount Soledad Veterans Memorial,https://s3-media3.fl.yelpcdn.com/bphoto/uRBhX2IJ500orzhfV2DjSA/o.jpg,https://www.yelp.com/biz/mount-soledad-veterans-memorial-la-jolla?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,5,386
California,San Diego,The Old Globe,https://s3-media1.fl.yelpcdn.com/bphoto/IAH1TwzS6y4biI3fn_vs9Q/o.jpg,https://www.yelp.com/biz/the-old-globe-san-diego-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,276
California,San Diego,Spruce Street Suspension Bridge,https://s3-media1.fl.yelpcdn.com/bphoto/UvGt72k8svqyVDu36AnqbA/o.jpg,https://www.yelp.com/biz/spruce-street-suspension-bridge-san-diego?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,262
